Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2013/14,232.46419940241,228.687754852045,236.287372600578,226.531713395181,238.504755017191,14439,6211279,,,Not compared,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2014/15,284.06956454204,274.468765601801,293.747280800627,269.094436267826,299.443668237187,3365,1184569,,,Worse,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2014/15,190.95743118188,183.04807885294,199.304370758785,178.555089095122,204.137200887573,2145,1123287,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2014/15,181.954438354598,175.476796687622,188.871090902853,171.753405218991,192.836820843923,2865,1574570,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2014/15,187.291356756073,180.465352898511,194.447746306382,176.580552272763,198.589168828843,2785,1486988,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2014/15,153.370767475229,147.766226298239,159.365826662314,144.544973999908,162.802649225791,2715,1770220,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2014/15,142.553147532178,135.331396749919,150.489782879853,131.185928144331,155.029883266113,1380,968060,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2014/15,358.728857937044,348.363354830143,369.324454649981,342.492327544022,375.497152887371,4535,1264186,,,Worse,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2014/15,260.711574598355,249.544171007518,271.992922117616,243.342960667266,278.669203478637,2095,803570,,,Worse,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2014/15,223.699690719338,214.831155740108,233.242215821765,209.735330676006,238.710092779378,2295,1025929,,,Similar,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2014/15,234.413184080782,225.44497199469,244.037556604658,220.291225827474,249.553511632793,2470,1053695,,,Worse,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2014/15,279.276177359501,269.80668958658,288.993174314778,264.460193119693,294.664014891605,3285,1176255,,,Worse,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2014/15,188.362698720207,179.861061944828,196.75859016475,175.20184848177,201.790432959053,1930,1024619,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2014/15,183.896706301816,177.225892951771,190.500278799109,173.533380836856,194.428648758089,2975,1617756,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2014/15,187.291356756073,180.465352898511,194.447746306382,176.580552272763,198.589168828843,2785,1486988,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2014/15,153.370767475229,147.766226298239,159.365826662314,144.544973999908,162.802649225791,2715,1770220,,,Better,Not compared,20140000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2014/15,142.553147532178,135.331396749919,150.489782879853,131.185928144331,155.029883266113,1380,968060,,,Better,Not compared,20140000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,281.061710611836,262.598467757432,301.959172950464,252.014315380453,313.88707950126,800,284635,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,393.024755075503,379.336506002728,406.580350865392,371.747254598647,414.63455429083,3225,820559,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,250.41505482301,237.745760346293,262.908596110457,230.845049836208,270.430386863909,1540,614979,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,157.063750644057,146.310994710865,167.994311414435,140.475989189637,174.561884871093,820,522081,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,341.065621025485,327.485193916781,355.366985079583,319.766056680718,363.646044523123,2325,681687,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,202.15245604443,191.859103409677,213.153743450532,186.032829935011,219.529662624602,1405,695020,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,252.108769453656,242.445701244236,262.058206909854,237.005274420149,267.873737681327,2565,1017418,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,194.202732077132,185.583039586522,202.716917478308,180.855140016636,207.816462349047,1995,1027277,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,0-18 yrs,,,2014/15,201.402588281468,189.858814764677,213.105208884372,183.531235456809,220.090624369734,1170,580926,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,207.227043129128,189.70721047478,224.352923228857,180.522336550523,234.954534261315,560,270235,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,277.745423920153,266.181097486429,289.6828820645,259.684021270521,296.668549254432,2170,781291,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,168.900280934638,158.238314836899,179.379798654888,152.512291329994,185.754752232304,995,589105,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,125.344949300475,115.901954717941,135.777292016006,110.607494253247,141.839318830396,625,498624,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,223.059918988342,212.006526729726,235.181516594214,205.660967242572,242.116747918699,1445,647808,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,144.524197588035,135.502134528232,153.989033064334,130.501368479175,159.568382454573,955,660789,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,173.568852915289,165.391351307204,182.046045000287,160.813240063248,187.016367973647,1690,973677,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,153.807692030704,146.10894077018,161.80680631432,141.807048337324,166.501675922209,1495,971993,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,0-18 yrs,,,2014/15,125.638587496882,116.296118830103,135.149392583054,111.2534676948,140.883725697924,695,553174,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,245.102456431236,232.247449601152,258.483842655183,225.075505791054,266.344306250685,1360,554870,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,336.798077223211,327.746998663288,345.780960318698,322.683566913517,351.082429376565,5395,1601850,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,210.118230953987,202.091075840099,218.553472270183,197.525671693551,223.435834992618,2530,1204084,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,141.568817630951,134.362698894027,149.06100700639,130.338291340895,153.459660908238,1445,1020705,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,283.942399181644,274.808056949039,292.994770708885,269.728460673412,298.3612782664,3775,1329495,,,Worse,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,174.065816055211,167.185454802066,181.308646036316,163.274221056321,185.501396758084,2360,1355809,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,213.701505955266,207.328147171538,220.220979275087,203.720393736945,224.020282955965,4255,1991095,,,Similar,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,174.563715756251,168.721367800415,180.351585723884,165.477196308501,183.786568375024,3490,1999270,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,0-18 yrs,,,2014/15,164.44757957852,156.895671709683,171.903983994852,152.760617316769,176.375714661332,1865,1134100,,,Better,Not compared,20140000,,,1y
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2015/16,237.030152184729,233.237173757667,240.86935371407,231.071364464442,243.095841776279,14883,6278948,,,Not compared,Not compared,20150000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2015/16,410.28,395,426.3,386.3,435.6,2670,650774,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2015/16,258.43,242.9,274.1,234.5,283.5,1070,414037,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2015/16,218,205.8,231.1,199,238.7,1165,534393,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2015/16,259.46,245.3,273.4,237.7,281.8,1335,514538,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2015/16,304.29,290.5,318.3,282.8,326.5,1865,612904,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2015/16,204.48,192.7,216.8,186.1,224.1,1120,547724,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2015/16,188.72,179.6,198,174.5,203.5,1635,866378,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2015/16,220.72,210.5,231.8,204.7,238.2,1675,758886,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2015/16,171.59,163.1,180.2,158.4,185.3,1575,917868,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2015/16,153.86,142.8,164.7,137,171.3,775,503707,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2015/16,369.47,357.6,381.7,350.9,388.8,3650,987903,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2015/16,239.2,229.3,249.6,223.7,255.6,2160,903026,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2015/16,266.9,255.9,278.6,249.6,285.3,2150,805536,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2015/16,216.51,205,228.9,198.4,236.1,1275,588874,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2015/16,209.03,196.6,222,189.8,229.6,1060,507093,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2015/16,223.15,211.4,235.3,204.9,242.5,1360,609460,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2015/16,206.34,194.2,219,187.5,226.5,1080,523417,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2015/16,156.54,145.4,167.9,139.4,174.7,760,485492,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2015/16,165.08,153.2,178.1,146.6,185.7,690,417985,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2015/16,141.14,130.4,151.6,124.8,158,695,492423,,,Better,Not compared,20150000,,,1y"
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,,,2015/16,168.820301005141,165.541985320467,172.147210320065,163.674041639021,174.078923341441,10089,5976177,,,Not compared,Not compared,20150000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2015/16,268.85,256.1,282.1,249,289.8,1670,621168,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2015/16,208.55,194.1,222.8,186.4,231.4,825,395589,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2015/16,158.72,148.4,170.4,142.4,177.1,810,510341,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2015/16,169.61,158.3,181.6,152,188.6,830,489353,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2015/16,213.89,202,225.9,195.5,233.1,1250,584421,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2015/16,149.36,139.1,160.2,133.4,166.6,780,522211,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2015/16,141.67,133.8,150.1,129.3,155.1,1170,825886,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2015/16,141.12,132.4,149.9,127.7,155.2,1015,719262,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2015/16,132.32,124.7,140.1,120.5,144.7,1150,869101,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2015/16,122.83,112.9,132.9,107.6,139.1,590,480346,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2015/16,254.96,245,265.5,239.3,271.5,2405,943287,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2015/16,174.85,165.9,183.7,161,189,1505,860762,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2015/16,178.14,168.7,187.7,163.5,193.4,1370,769054,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2015/16,148.64,138.4,158.7,132.9,164.9,835,561767,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2015/16,154.76,143.4,165.9,137.4,172.7,745,481375,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2015/16,151.76,142.2,162.5,136.8,168.6,880,579880,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2015/16,152.27,141.4,163.3,135.5,170,755,495826,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2015/16,132.33,121.8,143,116.2,149.5,610,460953,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2015/16,118,107.1,128.6,101.4,135.3,470,398300,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Female,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2015/16,111.47,102.1,121.5,97,127.4,520,466474,,,Better,Not compared,20150000,,,1y"
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,,,2015/16,203.775971277323,201.256356128328,206.319254065041,199.814384205671,207.792306402677,24973,12255125,,,Not compared,Not compared,20150000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2015/16,341.21,331.2,351.6,325.5,357.6,4340,1271942,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2015/16,234.06,223.4,244.6,217.6,250.9,1895,809626,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2015/16,189.52,181.1,197.9,176.4,202.9,1980,1044734,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2015/16,215.66,206.5,224.7,201.4,230.2,2165,1003891,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2015/16,260.16,250.9,269.3,245.8,274.7,3115,1197325,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2015/16,177.58,169.7,185.7,165.3,190.5,1900,1069935,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2015/16,165.75,159.7,172,156.3,175.7,2805,1692264,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2015/16,181.98,175.2,189.1,171.4,193.2,2690,1478148,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2015/16,152.49,146.7,158.2,143.5,161.6,2725,1786969,,,Better,Not compared,20150000,,,1y"
