Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2018,58.33338,55.52908,61.24178,53.95972,62.94738,1647.81834,3499749,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2018,49.06531,46.83033,51.37896,45.57763,52.73463,1829.09894,4758126,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2018,50.6575,48.30851,53.09066,46.99259,54.51675,1766.41365,4784043,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2018,55.45761,53.33275,57.64519,52.13631,58.92378,2585.34744,5246122,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2018,45.29564,43.45896,47.18984,42.4263,48.29785,2300.00331,5046543,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2018,46.83407,45.34001,48.36474,44.49534,49.25739,3731.71658,7605469,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2018,45.03318,43.50685,46.5993,42.64502,47.51325,3303.72843,7020217,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2018,45.51984,44.11804,46.95475,43.32497,47.79123,4010.54179,8271232,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2018,44.66938,42.68283,46.72434,41.56869,47.92802,1910.07047,4396626,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2018,58.05203,56.10089,60.05337,54.99892,61.22115,3387.30862,7683176,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2018,52.55826,50.77514,54.38778,49.76828,55.45543,3315.59044,7656707,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2018,51.90286,50.00924,53.84952,48.94171,54.98654,2865.67696,7183668,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2018,52.06402,50.10003,54.08509,48.99378,55.26613,2664.42634,5338481,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2018,44.13353,42.23746,46.09263,41.17305,47.23956,2046.51086,4641528,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2018,46.47054,44.75138,48.2387,43.7826,49.2717,2767.90011,6107151,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2018,46.99111,45.23388,48.799,44.24389,49.85534,2708.3472,5344443,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2018,43.53743,41.65158,45.48648,40.59313,46.62767,2014.22594,4170343,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2018,44.07933,42.05977,46.17062,40.92811,47.39617,1797.03942,3814770,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2018,42.02259,40.07579,44.03929,38.98524,45.22133,1759.2641,3984261,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2018,54.95832,50.25163,59.97414,47.67723,62.95168,542.62252,1286705,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2018,66.75539,63.58196,70.04212,61.80399,71.96838,1778.97836,3595853,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2018,56.90729,53.51994,60.44729,51.63633,62.53045,1127.93244,2677765,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2018,55.54917,52.04561,59.22074,50.1019,61.38402,999.03896,2373974,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2018,55.22889,52.06047,58.53563,50.29662,60.48036,1199.88634,2904878,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2018,50.43739,47.63473,53.35951,46.07321,55.07726,1257.28573,3063660,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2018,52.48576,49.37078,55.74196,47.63902,57.65834,1114.67982,4302949,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2018,51.85029,49.50264,54.27934,48.18624,55.7023,1884.06954,4486173,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2018,55.14985,52.22471,58.19415,50.59246,59.98226,1373.88527,2747998,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2018,48.11259,44.68515,51.73215,42.79597,53.87217,737.504,1342688,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2018,52.42491,50.20943,54.71271,48.9651,56.05173,2120.754,3720263,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2018,43.92991,41.59719,46.35886,40.29607,47.78586,1340.167,2766118,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2018,43.48073,41.04163,46.02643,39.68384,47.52362,1197.185,2441177,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2018,44.32859,42.10273,46.64106,40.85887,47.99824,1502.582,2984450,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2018,42.1855,40.1426,44.30475,38.99956,45.54769,1626.328,3173716,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2018,42.0007,39.79961,44.29123,38.57129,45.63654,1380.515,4530386,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2018,40.46615,38.8349,42.14776,37.91741,43.13122,2366.285,4664072,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2018,44.2714,42.21375,46.40255,41.06094,47.65158,1776.591,2861703,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2018,50.8283,48.05972,53.7138,46.5167,55.40975,1280.12652,2629393,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2018,58.50888,56.67833,60.38328,55.64298,61.47612,3899.73236,7316116,,,Worse,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2018,49.10273,47.17519,51.08853,46.09046,52.24955,2468.09944,5443883,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2018,48.20576,46.20375,50.27197,45.0788,51.48099,2196.22396,4815151,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2018,48.65264,46.8293,50.5286,45.8021,51.62474,2702.46834,5889328,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2018,45.43427,43.78612,47.12845,42.85691,48.11795,2883.61373,6237376,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2018,46.40871,44.59295,48.27904,43.571,49.37246,2495.19482,8833335,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2018,45.15462,43.80361,46.53662,43.03886,47.342,4250.35454,9150245,,,Better,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2018,48.6148,46.92685,50.34782,45.97425,51.35947,3150.47627,5609701,,,Similar,Not compared,20180000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,,,2019,48.89065,47.92948,49.86594,47.38176,50.43218,10279.85151,27572159,,,Not compared,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2019,62.89761,58.87623,67.11383,56.64613,69.59855,979.12606,2626714,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2019,55.8094,51.4356,60.44467,49.03197,63.18952,650.94675,1723337,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2019,50.28642,46.68208,54.0889,44.69368,56.33604,765.83989,2352019,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2019,50.64936,46.89887,54.61277,44.83281,56.9568,719.48786,2360276,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2019,51.74832,48.45297,55.20363,46.62562,57.23999,975.81727,2585673,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2019,44.87309,41.9868,47.90288,40.38779,49.68938,931.29124,2470378,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2019,47.64388,45.24517,50.13491,43.90425,51.59662,1535.28311,3753922,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2019,46.95752,44.47338,49.5424,43.08701,51.06054,1385.99348,3455042,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2019,44.16788,41.96381,46.45621,40.73145,47.79883,1555.58008,4074082,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2019,45.374,42.20625,48.71422,40.45795,50.68772,780.48576,2170716,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2019,60.76392,57.56098,64.09406,55.77226,66.04919,1443.94523,3796646,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2019,50.8627,48.08227,53.75835,46.53166,55.45967,1328.4901,3788281,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2019,49.85347,46.87213,52.97001,45.21467,54.8042,1114.11783,3541493,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2019,49.80819,46.75485,53.00499,45.0596,54.88775,1039.72727,2618010,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2019,47.68768,44.55974,50.97407,42.82817,52.91265,897.93999,2284131,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2019,48.20473,45.40666,51.12776,43.85024,52.84756,1147.85796,3009636,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2019,46.91109,44.11503,49.8356,42.56132,51.55722,1086.26983,2636532,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2019,41.03534,38.13778,44.09211,36.53925,45.89853,766.59242,2053445,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2019,47.10313,43.77313,50.61607,41.93602,52.69206,766.85688,1879184,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2019,41.31345,38.24519,44.55995,36.55675,46.48106,688.05398,1964801,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,,,2019,38.61128,37.93258,39.29903,37.54539,39.69809,12465.33,28657897,,,Not compared,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2019,49.08791,46.2784,52.02264,44.7155,53.74927,1152.303,2702351,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2019,44.69526,41.59981,47.9594,39.89149,49.88801,778.974,1792110,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2019,39.87623,37.3196,42.56116,35.90375,44.14463,914.512,2431128,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2019,40.26442,37.61163,43.05437,36.14433,44.70084,862.895,2440602,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2019,42.98206,40.6128,45.45313,39.29312,46.90596,1237.489,2690216,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2019,34.63714,32.59387,36.77439,31.45851,38.03259,1083.935,2592148,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2019,38.01655,36.30875,39.7835,35.35109,40.81858,1888.184,3890528,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2019,36.81056,35.06305,38.62211,34.08472,39.68425,1690.337,3617539,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2019,34.18614,32.65541,35.76964,31.79695,36.69718,1905.372,4245709,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2019,35.06679,32.85456,37.38779,31.62846,38.75604,951.329,2255566,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2019,47.17389,44.9384,49.4914,43.68691,50.85021,1686.772,3927775,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2019,42.54556,40.50787,44.65884,39.36751,45.89813,1649.945,3906079,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2019,41.20875,39.06986,43.43395,37.87598,44.74074,1399.304,3669946,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2019,38.9243,36.77282,41.16841,35.57451,42.48784,1233.075,2745100,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2019,35.13595,32.98752,37.38684,31.79536,38.71292,1009.703,2371193,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2019,35.85866,33.95153,37.84445,32.88778,39.01108,1340.876,3139377,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2019,37.83021,35.82823,39.91421,34.71134,41.1384,1358.227,2742535,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2019,34.48498,32.37738,36.69294,31.2078,37.99368,1012.886,2144356,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2019,34.80711,32.53788,37.19192,31.28195,38.59883,888.595,1964254,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,""District & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2019,32.92205,30.76999,35.18388,29.57899,36.51828,885.947,2047282,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,,,2019,42.81861,42.26263,43.38006,41.94456,43.70531,22745.18151,56230056,,,Not compared,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2019,54.65945,52.34735,57.04684,51.04868,58.4441,2131.42906,5329065,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2019,49.48289,46.93206,52.13553,45.50774,53.69304,1429.92075,3515447,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2019,44.16197,42.06442,46.33661,40.89023,47.6117,1680.35189,4783147,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2019,44.55945,42.37906,46.82247,41.15961,48.15005,1582.38286,4800878,,,Similar,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2019,46.59006,44.66266,48.57904,43.57952,49.7428,2213.30627,5275889,,,Worse,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2019,38.89897,37.21599,40.63833,36.2714,41.65674,2015.22624,5062526,,,Better,Not compared,20190000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2019,41.9582,40.5616,43.39055,39.77274,44.22627,3423.46711,7644450,,,Similar,Not compared,20190000,,,1y"
